uid,name,type,programs,alternate_names
35897,AKTSIONERNOE OBSHCHESTVO ELEKTROTYAGA,entity,RUSSIA-EO14024,AO ELEKTROTYAGA; JOINT STOCK COMPANY ELECTROTYAGA
35898,TUPOLEV PUBLIC JOINT STOCK COMPANY,entity,RUSSIA-EO14024,PUBLICHNOE AKTSIONERNOE OBSCHESTVO TUPOLEV; TUPOLEV JSC; TUPOLEV PAO; OTKRYTOE AKTSIONERNOE OBSCHESTVO TUPOLEV
35899,LIMITED LIABILITY COMPANY KAPO-AVTOTRANS,entity,RUSSIA-EO14024,KAPO-AVTOTRANS OOO; PSK AVIASTROI
35900,LIMITED LIABILITY COMPANY KAPO-ZHILBILTSERVIS,entity,RUSSIA-EO14024,UK KAPO-ZHBS; UK KAPO-ZHILBYTSERVIS OOO
35901,PUBLIC JOINT STOCK COMPANY YAKOVLEV,entity,UKRAINE-EO13662; RUSSIA-EO14024,PUBLICHNOE AKTSIONERNOE OBSCHESTVO NAUCHNO-PROIZVODSTVENNAYA IRKUT; KORPORATSIYA IRKUT PAO; NP KORPORATSIYA IRKUT PAO; IRKUT CORP PJSC; OAO SCIENTIFIC PRODUCTION CORPORATION IRKUT; IRKUT CORPORATION JOINT STOCK COMPANY
35902,ENERGOTSENTR IRKUT,entity,RUSSIA-EO14024,ETS IRKUT OOO
35903,IRKUT-AVTOTRANS,entity,RUSSIA-EO14024,IRKUT-AVTOTRANS OOO
35904,IRKUT-REMSTROI,entity,RUSSIA-EO14024,IRKUT-REMSTROI OOO
35905,IRKUT-STANKO SERVICE,entity,RUSSIA-EO14024,IRKUT-STANKO SERVIS OOO
35916,RAPART SERVISEZ,entity,RUSSIA-EO14024,RAPART SERVISEZ OOO
35917,SPORTIVNO-OZDOROVITELNYI TSENTR IRKUT-ZENIT,entity,RUSSIA-EO14024,SOTS IRKUT-ZENIT; IRKUT-ZENIT OOO
35918,THE LIMITED LIABILITY COMPANY NETWORKING COMPANY IRKUT,entity,RUSSIA-EO14024,SETEVAYA KOMPANIYA IRKUT OOO
35919,TIPOGRAFIYA IRKUT,entity,RUSSIA-EO14024,TIPOGRAFIYA IRKUT OOO
35936,JOINT STOCK COMPANY MIKRON,entity,UKRAINE-EO13662; RUSSIA-EO14024,MIKRON JSC; PJSC MIKRON; PUBLICHNOE AKTSIONERNOE OBSCHESTVO MIKRON; NII MOLEKULYARNOI ELEKTRONIKI I ZAVOD MIKRON PAO; OTKRYTOE AKTSIONERNOE OBSHCHESTVO NII MOLEKULYARNOY ELECKTRONIKI I ZAVOD MIKRON; NIIME AND MIKRON
35937,"MOLECULAR ELECTRONICS RESEARCH INSTITUTE, JOINT STOCK COMPANY",entity,RUSSIA-EO14024,"AKTSIONERNOE OBSHCHESTVO NAUCHNO-ISSLEDOVATELSKI INSTITUT MOLEKULYARNOI ELEKTRONIKI; JOINT STOCK COMPANY NIIME; AKTSIONERNOE OBSHCHESTVO NAUCHNOISLEDOVATELSKIY INSTITUT MOLEKULYARNOY ELEKTRONIKI; NIIME, AO; NAUCHNO ISSLEDOVATELSKI INSTITUT MOLEKULYARNOI ELEKTRONIKI AO"
35939,"FLORES MENDOZA, Severo",individual,ILLICIT-DRUGS-EO14059,
35956,"SARAJLIC, Asim",individual,BALKANS-EO14033,
35957,"FRANK, Ksenia Gennadevna",individual,RUSSIA-EO14024,"FRANK, Kseniya Gennadevna; FRANK, Xeniia; TIMCHENKO, Kseniya; TIMCHENKO, Xenia; TIMTCHENKO, Ksenia"
35958,"FRANK, Gleb Sergeevich",individual,RUSSIA-EO14024,
35959,"RAKIPI, Aqif",individual,BALKANS-EO14033,"EJYLBEGAJ, Skender"
35960,"TIMCHENKO, Elena Petrovna",individual,RUSSIA-EO14024,"TIMCHENKO, Yelena Petrovna; TIMTCHENKO, Elena"
35961,"NDROQI, Ylli Bahri",individual,BALKANS-EO14033,"PASMACIU, Xhemail; PASMACIU, Xhemal"
35962,"BROWNING, Natalya",individual,RUSSIA-EO14024,"BROWNING, Natalia; TIMCHENKO, Natalya"
35963,LENA,vessel,RUSSIA-EO14024,
35964,"GUSEV, Dmitry Vladimirovich",individual,RUSSIA-EO14024,
35965,"TADIC, Gordana",individual,BALKANS-EO14033,
35966,"KUCHMENT, Mikhail Lvovich",individual,RUSSIA-EO14024,
35967,"BONDAROVICH, Sergey Nikolaevich",individual,RUSSIA-EO14024,
35968,"BRAVERMAN, Anatoly Alexandrovich",individual,RUSSIA-EO14024,"BRAVERMAN, Anatoli Aleksandrovich"
35970,"MASHTALYAR, Oleg Alexandrovich",individual,RUSSIA-EO14024,
35972,"AVTUKHOV, Mikhail Olegovich",individual,RUSSIA-EO14024,
35975,"BORIS, Albert Alexandrovich",individual,RUSSIA-EO14024,
35976,"KHOTIMSKIY, Dmitry Vladimirovich",individual,RUSSIA-EO14024,"KHOTIMSKI, Dmitri Vladimirovich"
35977,"KASHINA, Irina Nikolayevna",individual,RUSSIA-EO14024,
35978,"BARYSHNIKOV, Dmitry Vladimirovich",individual,RUSSIA-EO14024,
35979,"KHOTIMSKIY, Sergey Vladimirovich",individual,RUSSIA-EO14024,"KHOTIMSKI, Sergei Vladimirovich; KHOTIMSKIY, Sergey Vladimirovich"
35980,"CHERSTVOVA, Elena Alexandrovna",individual,RUSSIA-EO14024,
35986,"MIKHAILOV, Maksim Sergeevich",individual,CYBER2,
35988,"KARYAGIN, Valentin Olegovich",individual,CYBER2,
35990,"ISKRITSKY, Mikhail",individual,CYBER2,
35991,"PLESHEVSKIY, Dmitry",individual,CYBER2,
35996,OPEN JOINT STOCK COMPANY ILYUSHIN AVIATION COMPLEX,entity,RUSSIA-EO14024,OJSC ILYUSHIN AVIATION COMPLEX; JSC ILYUSHIN AVIATION COMPLEX; PUBLICHNOE AKTSIONERNOE OBSCHESTVO AVIATSIONNYI KOMPLEKS IM S. V ILYUSHINA; OAO ILYUSHIN AVIATION COMPLEX
35997,JOINT STOCK COMPANY ILYUSHIN FINANCE COMPANY,entity,RUSSIA-EO14024,JSC ILYUSHIN FINANCE COMPANY; AKTSIONERNOE OBSHCHESTVO ILYUSHIN FINANS KO; OJSC ILYUSHIN FINANCE
35998,P.B. SADR CO.,entity,NPWMD; IFSR,PARS BANAYE SADR CONSTRUCTION COMPANY; PB SADR CONSTRUCTION COMPANY; PARS BANAYE SADR INDUSTRIES COMPANY; SHERKATE SANATI OMRANI PARS BANAYE SADR; PARS BANAYE SADR INDUSTRIAL CONSTRUCTION COMPANY PJS
35999,"MINNIKHANOV, Rustam Nurgaliyevich",individual,RUSSIA-EO14024,
36000,"MINNIKHANOVA, Gulsina Akhatovna",individual,RUSSIA-EO14024,
36001,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU LUCHANO,entity,RUSSIA-EO14024,LUCIANO HOTEL AND SPA
36003,"HOSSEINI, Mohammad Ali",individual,NPWMD; IFSR,"HOSEINI, Mohammad Ali"
36004,SINA COMPOSITE DELIJAN COMPANY,entity,NPWMD; IFSR,SINA COMPOSITE CO.; SINA COMPOSITE
36005,SAYEHBAN SEPEHR DELIJAN,entity,NPWMD; IFSR,SAYEH BAN SEPEHR DELIJAN WATERPROOFING; SAYEH BAN SEPEHR DELIJAN CO.; SAYEHBAN SEPEHR CO.; SAYEH BAN SEPEHR INDUSTRIAL GROUP; SAYEHBAN SEPEHRE DELIJAN COMPANY
36006,JESTAR SANAT DELIJAN,entity,NPWMD; IFSR,JESTAR SANAT DELIJAN COMPANY; GESTAR SANAT DELIJAN COMPANY
36007,"AYAN, Sitki",individual,SDGT; IFSR,"AYAN, Sidki"
36008,BASLAM NAKLIYAT VE DIS TICARET LTD STI,entity,SDGT,BASLAM NAKLIYAT VE DIS TICARET LIMITED SIRKETI; BASLAM TRANSPORT AND FOREIGN TRADE
36009,BASLAM PETROL SANAYI VE TICARET ANONIM SIRKETI,entity,SDGT,
36010,SAMED PETROL VE ENERJI DIS TICARET LIMITED SIRKETI,entity,SDGT,
36011,ASB GROUP OF COMPANIES LIMITED,entity,SDGT,
36012,ASB GRUP ENERJI SANAYI VE TICARET ANONIM SIRKETI,entity,SDGT,
36013,SOM PETROL TICARET ANONIM SIRKETI,entity,SDGT,
36014,"MAROVIC, Svetozar",individual,BALKANS-EO14033,
36016,SOM OVERSEAS PETROLEUM ENERJI SANAYI VE TICARET ANONIM SIRKETI,entity,SDGT,
36017,TURANG TRANSIT TASIMACILIK ANONIM SIRKETI,entity,SDGT,
36018,CTAT GIDA VE SAGLIK URUNLERI SANAYI VE TICARET ANONIM SIRKETI,entity,SDGT,
36019,CHINA HAOKUN ENERGY LIMITED,entity,SDGT; IFSR,"CHINA HAOKUN ENERGY CO., LTD."
36020,HAOKUN ENERGY GROUP COMPANY LIMITED,entity,SDGT,"HAOKUN ENERGY GROUP CO., LTD."
36021,"FUJIE PETROCHEMICAL ZHOUSHAN CO., LTD.",entity,SDGT; IFSR,
36023,"SHANDONG SEA RIGHT PETROCHEMICAL CO., LTD.",entity,SDGT; IFSR,"SHANDONG HAIYOU PETROCHEMICAL GROUP CO. LTD.; SHANDONG CHENXI PETROCHEMICAL CO., LTD."
36024,PETRO CHINA PARS CO.,entity,SDGT; IFSR,PARS PETROCHINA COMPANY
36025,GARANTEX EUROPE OU,entity,RUSSIA-EO14024; CYBER4,GARANTEX
36026,"KARIMIAN, Mohammad Sadegh",individual,SDGT; IFSR,
36027,"KASHANIMEHR, Alireza",individual,SDGT; IFSR,"XASHANIMEHR, Alireza; KASHANI, Alireza"
36028,"OZTAS, Kasim",individual,SDGT; IFSR,"OZTASH, Kasim"
36029,JSC 33 SHIPYARD,entity,RUSSIA-EO14024,JOINT-STOCK COMPANY 33 SRZ; JOINT-STOCK COMPANY 33 DOCKYARD; JSC 33 SUDOREMONTNY FACTORY; JSC 33 SUDOREMONTNY ZAVOD; AKTSIONERNOE OBSHCHESTVO 33 SUDOREMONTNYI ZAVOD
36030,"SANLI, Hakki Selcuk",individual,SDGT; IFSR,
36031,"CELIK, Abdulhamid",individual,SDGT; IFSR,"CHELIK, Abdulhamit; CELIK, Abdulhamit"
36032,JOINT STOCK COMPANY ADMIRALTY SHIPYARDS,entity,RUSSIA-EO14024,JSC ADMIRALTY SHIPYARDS; JSC ADMIRALTEYSKIYE VERFI
36033,PUBLIC JOINT STOCK COMPANY KRASNOYE SORMOVO SHIPYARD,entity,RUSSIA-EO14024,KRASNOYE SORMOVO SHIPYARD; PJSC FACTORY KRASNOYE SORMOVO; PUBLIC JOINT STOCK COMPANY ZAVOD KRASNOYE SORMOVO
36034,"POLTAVCHENKO, Georgiy Sergeyevich",individual,RUSSIA-EO14024,"POLTAVCHENKO, Georgy S; POLTAVCHENKO, Georgii Sergeevich"
36035,"GUNDUZ, Seyyid Cemal",individual,SDGT; IFSR,
36036,"TURKOCA IMPORT EXPORT TRANSIT CO., LTD.",entity,SDGT; IFSR,"TUREUKOSASUCHULIPTEULAENJIT CO., LTD."
36037,BALTIC SHIPYARD JSC,entity,RUSSIA-EO14024,BALTIC PLANT; JSC BALTIC PLANT; BALTIC SHIPYARD
36038,JOINT STOCK COMPANY CENTRAL DESIGN BUREAU FOR MARINE ENGINEERING RUBIN,entity,RUSSIA-EO14024,RUBIN DESIGN BUREAU; JSC TSENTRALNOYE KONSTRUKTORSKOYE BYURO MORSKOY TEKHNIKI RUBIN; JSC TSKB MT RUBIN
36039,"LAVRISHCHEV, Andrey Vasilyevich",individual,RUSSIA-EO14024,"LAVRISHCHEV, Andrei Vasilyevich"
36040,JOINT STOCK COMPANY RESEARCH DESIGN AND TECHNOLOGICAL BUREAU ONEGA,entity,RUSSIA-EO14024,JSC NIPTB ONEGA; JSC NAUCHNO-ISSLEDOVATELSKOYE PROYEKTNO-TEKHNOLOGICHESKOYE BYURO ONEGA; ONEGA RESEARCH AND DEVELOPMENT TECHNOLOGICAL BUREAU; AKTSIONERNOE OBSHCHESTVO NAUCHNO-ISSLEDOVATELSKOE PROEKTNO-TEKHNOLOGICHESKO BYURO ONEGA
36041,PUBLIC JOINT STOCK COMPANY VYBORG SHIPYARD,entity,RUSSIA-EO14024,VYBORG SHIPYARD PJSC; PUBLIC JOINT-STOCK COMPANY VYBORGSKY SHIPBUILDING PLANT; PJSC VYBORGSKY SUDOSTROITELNY FACTORY; PUBLICHNOE AKTSIONERNOE OBSCHESTVO VYBORGSKIY SUDOSTROITELNYI ZAVOD
36042,"MARKELOV, Vitaliy Anatolyevich",individual,RUSSIA-EO14024,"MARKELOV, Anatolyevich Vitalii"
36043,"KASKARIY, Abdulaziz",individual,SDGT,"CASCARI, Abdulaziz"
36044,UNITED SHIPBUILDING CORPORATION JSC AYSBERG CENTRAL DESIGN BUILDING,entity,RUSSIA-EO14024,CENTRAL DESIGN BUREAU USC-ICEBERG JSC; USC-ICEBERG CENTRAL DESIGN BUREAU; ICEBERG CENTRAL DESIGN BUREAU; JSC TSKB AYSBERG
36045,"POSPELOV, Vladimir Yakovlevich",individual,RUSSIA-EO14024,
36046,JOINT STOCK COMPANY THE ST. PETERSBURG'S SEA BUREAU OF MECHANICAL ENGINEERING MALACHITE,entity,RUSSIA-EO14024,MALACHITE DESIGN BUREAU; JSC SAINT-PETERSBURG MARINE DESIGN BUREAU MALACHITE; JOINT-STOCK COMPANY SPMBM MALAKHIT; JOINT-STOCK COMPANY SAINT PETERSBURG CITY SEA OFFICE MECHANICAL ENGINEERING MALAKHIT; JSC SANKT-PETERBURGSKOYE MORSKOYE BYURO MASHINOSTROYENIYA MALAKHIT; JOINT-STOCK COMPANY ST. PETERSBURG MARINE DESIGN BUREAU MALACHITE
36047,LIMITED LIABILITY COMPANY KASPIYSKAYA ENERGIYA ADMINISTRATION OFFICE,entity,RUSSIA-EO14024,CASPIAN ENERGY MANAGEMENT LIMITED LIABILITY COMPANY; CNRG MANAGEMENT; CRN GROUP; CNRG PROJECTS; CASPIAN ENERGY PROJECTS LIMITED LIABILITY COMPANY
36048,PUBLIC JOINT STOCK COMPANY SHIPBUILDING PLANT SEVERNAYA VERF,entity,RUSSIA-EO14024,JOINT STOCK COMPANY SHIPBUILDING PLANT SEVERNAYA VERF; SEVERNAYA SHIPYARD; PJSC SUDOSTROITELNY FACTORY SEVERNAYA VERF; SEVERNAYA VERF SHIPBUILDING PLANT
36049,JOINT STOCK COMPANY NORTHERN PRODUCTION ASSOCIATION ARKTIKA,entity,RUSSIA-EO14024,PRODUCTION ASSOCIATION ARKTIKA; JSC SEVERNOYE PRODUCTION OBYEDINENIYE ARKTIKA; JSC SPO ARKTIKA
36050,ANKA ENERJI URETIM SANAYI VE TICARET ANONIM SIRKETI,entity,SDGT,ANKA ENERJI URETIM SANAYI VE TICARET LTD STI; TASFIYE HALINDE ANKA ENERJI URETIM SANAYI VE TICARET LIMITED SIRKETI
36051,"RAKHMANOV, Aleksey Lvovich",individual,RUSSIA-EO14024,"RAKHMANOV, Aleksei Lvovich"
36052,JOINT STOCK COMPANY SREDNE-NEVSKY SHIPYARD,entity,RUSSIA-EO14024,SREDNE-NEVSKY SHIPYARD; JSC SREDNE-NEVSKY SHIPYARD; JSC SREDNE-NEVSKY SUDOSTROITELNY FACTORY; JOINT STOCK COMPANY SREDNE-NEVSKY SHIPBUILDING PLANT
36053,JOINT STOCK COMPANY 10 ORDENA TRUDOVOGO KRASNOGO ZNAMENI DOCKYARD,entity,RUSSIA-EO14024,AO 10 SRZ; JOINT-STOCK COMPANY 10 SRZ; 10 SHIPYARD; JSC 10 ORDENA TRUDOVOGO KRASNOGO ZNAMENI SUDOREMONTNY FACTORY; JSC 10 ORDENA TRUDOVOGO KRASNOGO ZNAMENI SUDOREMONTNY ZAVOD; JOINT STOCK COMPANY 10TH AWARDS OF THE LABOR RED BANNER A SHIP REPAIR FACTORY
36054,"RYAZANTSEV, Oleg Nikolayevich",individual,RUSSIA-EO14024,"RYAZANTSEV, Oleg Nikolaevich"
36055,SEVERNOE DESIGN BUREAU JOINT STOCK COMPANY,entity,RUSSIA-EO14024,SEVERNOE DESIGN BUREAU; SEVERNOYE DESIGN BUREAU; JSC SEVERNOYE PKB; JOINT STOCK COMPANY NORTH DESIGN BUREAU; JSC NORTH PKB
36056,JOINT STOCK COMPANY PRODUCTION ASSOCIATION NORTHERN MACHINE-BUILDING ENTERPRISE,entity,RUSSIA-EO14024,PRODUCTION ASSOCIATION SEVMASH; JSC PRODUCTION OBYEDINENIYE SEVERNOYE MASHINOSTROITELNOYE; JOINT-STOCK COMPANY PRODUCTION ASSOCIATION SEVERNOYE MACHINE-BUILDING ENTERPRISE; JOINT STOCK COMPANY PO SEVMASH
36057,JOINT PUBLIC STOCK COMPANY NEVSKOE DESIGN BUREAU,entity,RUSSIA-EO14024,NEVSKOE DESIGN BUREAU; NEVSKOE DESIGN BUREAU JPSC; JSC NEVSKOYE PROYEKTNO-KONSTRUKTORSKOYE BYURO; JOINT STOCK COMPANY NEVSKOYE PROJECT AND DESIGN BUREAU; NEVSKOE DESIGN AND CONSTRUCTION OFFICE; JSC NEVSKOE PKB
36058,"SHESTAKOV, Ilya Vasilyevich",individual,RUSSIA-EO14024,
36059,JOINT STOCK COMPANY SVETLOVSKY ENTERPRISE ERA,entity,RUSSIA-EO14024,JSCO SVETLOVSKY ENTERPRISE ERA; JSC SP ERA; JOINT-STOCK COMPANY SVETLOVSKAYA ERA; SVETLOVSKY ENTERPRISE ERA; JOINT STOCK COMPANY SVETLOVSKOE ENTERPRISE ERA
36060,ALMAZ CENTRAL MARINE DESIGN BUREAU JOINT STOCK COMPANY,entity,RUSSIA-EO14024,ALMAZ CENTRAL MARINE DESIGN BUREAU; ALMAZ DESIGN BUREAU; JSC TSENTRALNOYE MORSKOYE KONSTRUKTORSKOYE BYURO ALMAZ; JOINT-STOCK COMPANY CENTRAL SEA ENGINEERING OFFICE ALMAZ; JOINT STOCK COMPANY CENTRAL MARINE DESIGN BUREAU ALMAZ; JOINT-STOCK COMPANY TSMKB ALMAZ
36061,"SHISHKIN, Andrei Nikolaevich",individual,RUSSIA-EO14024,"SHISHKIN, Andrey Nikolaevich; SHISHKIN, Andrey Nikolayevich"
36062,JOINT STOCK COMPANY BALTIC SHIPBUILDING PLANT YANTAR,entity,RUSSIA-EO14024,JOINT-STOCK COMPANY YANTAR SHIPYARD; JOINT-STOCK COMPANY PSZ YANTAR; YANTAR SHIPYARD; JSC SHIPYARD YANTAR; JSC PRIBALTIYSKY SUDOSTROITELNY FACTORY YANTAR; JSC PRIBALTIYSKY SUDOSTROITELNY ZAVOD YANTAR
36063,PUBLIC JOINT STOCK COMPANY AMURSKY SHIPBUILDING PLANT,entity,RUSSIA-EO14024,AMUR SHIPBUILDING PLANT PUBLIC COMPANY; AMUR SHIPBUILDING PLANT; PJSC AMURSKY SUDOSTROITELNY FACTORY; JSC AMURSKY SUDOSTROITELNY ZAVOD; PUBLICHNOE AKTSIONERNOE OBSCHESTVO AMURSKIY SUDOSTROITELNYI ZAVOD
36064,GENT ELEKTRIK ENERJISI TOPTAN SATIS ANONIM SIRKETI,entity,SDGT,GENT ELEKTRIK ENERJISI TOPTAN SATI AS; BATI ENERJI URETIM SANAYI VE TICARET ANONIM SIRKETI
36065,JOINT STOCK COMPANY SHIPREPAIRING CENTER ZVYOZDOCHKA,entity,RUSSIA-EO14024,SHIPREPAIRING CENTER ZVYOZDOCHKA; JOINT-STOCK COMPANY TSS ZVEZDOCHKA; SC ZVYOZDOCHKA; JSC CENTER SUDOREMONTA ZVEZDOCHKA; JOINT-STOCK COMPANY SHIP REPAIR CENTER ZVEZDOCHKA
36067,PUBLIC JOINT STOCK COMPANY PROLETARSKY ZAVOD,entity,RUSSIA-EO14024,PROLETARSKY ZAVOD; PJSC PROLETARSKY ZAVOD; PJSC PROLETARSKY FACTORY; PUBLIC JOINT-STOCK COMPANY PROLETARSKY FACTORY; PROLETARSKIY PLANT
36068,GENT PETROL VE DIS TICARET LIMITED SIRKETI,entity,SDGT,
36069,JOINT STOCK COMPANY KHABAROVSK SHIPBUILDING YARD,entity,RUSSIA-EO14024,KHABAROVSKIY SHIPBUILDING PLANT; JSC KHABAROVSK SHIPBUILDING YARD; JOINT-STOCK COMPANY KHSZ; JOINT-STOCK COMPANY KHABAROVSKY SHIPBUILDING PLANT; JSC KHABAROVSKY SUDOSTROITELNY FACTORY; JSC KHABAROVSKY SUDOSTROITELNY ZAVOD; JOINT-STOCK COMANY KHABAROVSKIY SHIPYARD; KHABAROVSK SHIPBUILDING PLANT
36070,ELVEGARD SHIPPING LTD,entity,SDGT,
36071,MS ULUSLARARASI ENERJI YATIRIM ANONIM SIRKETI,entity,SDGT,
36072,CLIPPER,vessel,SDGT,QUEEN LUCA; EAGLE PRIDE
36073,"AYAN, Bahaddin",individual,SDGT,"AYAN, Bahattin"
36074,AKTAU PETROL TICARET ANONIM SIRKETI,entity,SDGT,
36075,ALAN ENERJI URETIM SANAYI VE TICARET ANONIM SIRKETI,entity,SDGT,ALAN ENERJI URETIM SANAYI VE TICARET LIMITED SIRKETI; TASFIYE HALINDE ALAN ENERJI URETIM SANAYI VE TICARET LIMITED SIRKETI
36076,PERLITE INSAAT SANAYI VE TICARET ANONIM SIRKETI,entity,SDGT,
36077,ANATOLIAN ULUSLARARASI ENERJI YATIRIM ANONIM SIRKETI,entity,SDGT,
36078,SOMAS ENERJI SANAYI VE TICARET ANONIM SIRKETI,entity,SDGT,
36079,ASL ENERJI SANAYI VE TICARET ANONIM SIRKETI,entity,SDGT,
36080,CGN TRADE FZE,entity,SDGT,CGN TRADE
36081,ASKA ENERJI TOPTAN SATIS SANAYI VE TICARET ANONIM SIRKETI,entity,SDGT,
36082,BYLAN ULUSLARARASI TICARET VE GAYRIMENKUL SANAYI ANONIM SIRKETI,entity,SDGT,BYLAN GAYRIMENKUL TICARET ANONIM SIRKETI; BYLAN ULUSLAR ARASI TICARET VE GAYRIMENKUL ANONIM SIRKETI
36083,CONCEPTO SCREEN SAL OFF-SHORE,entity,SDGT,CONCEPTOSCREEN
36096,JOINT STOCK COMPANY SHIPBUILDING PLANT LOTOS,entity,RUSSIA-EO14024,JSC SUDOSTROITELNY FACTORY LOTOS; SHIPBUILDING PLANT LOTOS
36097,FEDERAL STATE UNITARY ENTERPRISE KRONSHTADTSKYY MORSKOY FACTORY MINOBORONY ROSSII,entity,RUSSIA-EO14024,JOINT STOCK COMPANY KRONSTADT MARINE PLANT; FEDERAL STATE UNITARY ENTERPRISE KRONSTADT MARINE PLANT OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION; KRONSTADT MARINE PLANT
36098,JOINT STOCK COMPANY SUDOEXPORT,entity,RUSSIA-EO14024,JSC VNESHNEEKONOMICHESKOYE ENTERPRISE SUDOEXPORT; JOINT-STOCK COMPANY FOREIGN ECONOMIC ENTERPRISE SUDOEXPORT
36099,JOINT STOCK COMPANY DESIGN OFFICE FOR SHIPBUILDING VYMPEL,entity,RUSSIA-EO14024,OPEN JOINT-STOCK COMPANY DESIGN OFFICE FOR SHIPBUILDING VYMPEL; JOINT STOCK COMPANY DESIGN BUREAU FOR SHIP DESIGN VIMPEL; DESIGN OFFICE FOR SHIPBUILDING VYMPEL
36136,"IONOV, Aleksandr Viktorovich",individual,RUSSIA-EO14024,"IONOV, Alexander"
36137,ANTI-GLOBALIZATION MOVEMENT OF RUSSIA,entity,RUSSIA-EO14024,"ANTIGLOBALIZATION MOVEMENT OF RUSSIA; ANTIGLOBALISTSKOE DVIZHENIE, OD"
36138,"IONOV TRANSKONTINENTAL, OOO",entity,RUSSIA-EO14024,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU IONOV TRANSKONTINENTAL
36139,STOP-IMPERIALISM GLOBAL INFORMATION AGENCY,entity,RUSSIA-EO14024,STOP-IMPERIALISM
36157,"GONZALEZ ANGUIANO, Moises",individual,ILLICIT-DRUGS-EO14059,
36158,"RINCON GODOY, Angelberto",individual,ILLICIT-DRUGS-EO14059,
36159,"RINCON GODOY, Julio Efrain",individual,ILLICIT-DRUGS-EO14059,
36216,HYDRA MARKET,entity,CYBER2,HYDRA MARKETPLACE
36217,INTELLEKT LLC,entity,DPRK2,INTELLEKT OOO
36236,"TIKHONOVA, Katerina Vladimirovna",individual,RUSSIA-EO14024,"PUTINA, Yekaterina; TIKHONOVA, Katerina; SHAMALOVA, Ekaterina Vladimirovna"
36256,AGENT DE ASIGURARE LIDER ASIG SOCIETATE CU RASPUNDERE LIMITATA,entity,RUSSIA-EO14024,
36257,ORGANIZATIA DE CREDITARE NEBANCARA LIDER LEASING SRL,entity,RUSSIA-EO14024,
36258,OKAF TRADING SOCIETATEA CU RASPUNDERE LIMITATA,entity,RUSSIA-EO14024,SOCIETATEA CU RASPUNDERE LIMITATA PROGLOBAL WORK; SRL OKAF TRADING
36259,SOCIETATEA CU RASPUNDERE LIMITATA PROJECT INVEST COMPANY,entity,RUSSIA-EO14024,
36260,"GODOY ARELLANO, Esther",individual,ILLICIT-DRUGS-EO14059,
36276,SEA RHAPSODY,vessel,UKRAINE-EO13661,
36277,MGI PTE LTD,entity,RUSSIA-EO14024,LARK HOLDINGS PTE LTD; SINO RS ADVISORY PTE LTD
36296,UNCHON TRADING CORPORATION,entity,NPWMD,UNCHON TRADING CORP.; UNCHEN TRADING CORP.
36297,SUNGNISAN TRADING CORPORATION,entity,NPWMD,KOREA SUNGRISAN TRADING CORPORATION
36298,HAPJANGGANG TRADING CORPORATION,entity,NPWMD,
36299,KOREA ROUNSAN TRADING CORPORATION,entity,NPWMD,
36316,TESHILOVO OOO,entity,RUSSIA-EO14024,
36317,SPETSINVESTSERVIS OOO,entity,RUSSIA-EO14024,
36318,TSARGRAD OOO,entity,RUSSIA-EO14024,
36319,ANALITICHESKI TSENTR KATEKHON OOO,entity,RUSSIA-EO14024,KATEHON; ANALITICHESKII TSENTR KATEKHON
36320,IMENIE TSARGRAD OOO,entity,RUSSIA-EO14024,
36321,TSARGRAD-MEDIA OOO,entity,RUSSIA-EO14024,
36322,KURORT LIVADIYA OOO,entity,RUSSIA-EO14024,
36323,TSARGRAD PARK OOO,entity,RUSSIA-EO14024,
36324,KURORT TSARGRAD SPAS-TESHILOVO OOO,entity,RUSSIA-EO14024,UPRAVLYAYUSHCHAYA KOMPANIYA UST-KACHKA ZAKRYTOE AKTSIONERNOE OBSHCHESTVO
36325,ZARECHE-OKA OOO,entity,RUSSIA-EO14024,ZARECHYE-OKA
36326,PROIZVODSTVENNO-STROITELNAYA KOMPANIYA SNM,entity,RUSSIA-EO14024,
36327,IMPERIYA 19-31 OOO,entity,RUSSIA-EO14024,LIMITED LIABILITY COMPANY EMPIRE 19-31
36328,EKOFERMA ZARECHE OOO,entity,RUSSIA-EO14024,EKOFERMA ZARECHYE
36329,TSARGRAD-KULTURA OOO,entity,RUSSIA-EO14024,TSARGRAD-CULTURE LLC
36330,KONTUR OOO,entity,RUSSIA-EO14024,
36331,TUREYA OOO,entity,RUSSIA-EO14024,
36356,"MIJALKOV, Sasho",individual,BALKANS-EO14033,"MIJALKOV, Saso; MIJALKOV, Sasa; MIJALKOV, Alex; MIJALKOV, Alexander"
36357,"GRUEVSKI, Nikola",individual,BALKANS-EO14033,
36358,I.C.I.C. KFT.,entity,BALKANS-EO14033,I.C.I.C. LTD.
36359,JOINT STOCK COMPANY MARSHAL.GLOBAL,entity,RUSSIA-EO14024,JSC MARSHAL.GLOBAL
